Individual	Zur_ID	Plate_no	Well	Sample	colony_type	Pair	DorR	Plate_ID	Library_conc	Sent_for_WGS	Conc	Current_volume	Total_DNA_quant	Coverage	Run	Lane	Lane_number	Sample_number	Run_Lane	Project	ID	peak_vaf	SNV_burden_u	SNV_burden	germline_SNV_sensitivity	germline_INDEL_sensitivity	somatic_SNV_sensitivity
PD45792b	D11	2	B4	PD45792b_lo0122	BFU-E	11	D	DN602086C	64.029	YES	NA	NA	NA	12.82	32540	4#7	4	7	32540_4	2256	Pair11	0.510487889245022	1297	1297	0.817024071271523	0.252047889098929	0.817024071271523
PD45792b	D11	2	C4	PD45792b_lo0123	CFU-GM	11	D	DN602086C	4.768	YES	NA	NA	NA	5.67	32539	3#6	3	6	32539_3	2189	Pair11	0.511507553183062	826	826	0.378687073470204	0.0151228733459357	0.378687073470204
PD45792b	D11	2	D4	PD45792b_lo0124	CFU-GEMM	11	D	DN602086C	54.52	YES	NA	NA	NA	15.57	32539	2#2	2	2	32539_2	2189	Pair11	NA	NA	NA	0.903914793980754	0.391304347826087	NA
PD45792b	D11	2	E4	PD45792b_lo0125	BFU-E	11	D	DN602086C	35.601	YES	NA	NA	NA	10.87	32539	2#3	2	3	32539_2	2189	Pair11	0.45059978111189	1182	1182	0.694611804345964	0.127914303717706	0.631
PD45792b	D11	2	F4	PD45792b_lo0126	BFU-E	11	D	DN602086C	88.327	YES	NA	NA	NA	12.66	32540	3#6	3	6	32540_3	2256	Pair11	0.5011595527768	1114	1114	0.808771879729305	0.23755513547574	0.808771879729305
PD45792b	D11	2	G4	PD45792b_lo0127	BFU-E	11	D	DN602086C	48.602	YES	NA	NA	NA	12.38	32539	2#4	2	4	32539_2	2189	Pair11	NA	NA	NA	0.754261728677079	0.182104599873976	NA
PD45792b	D11	2	H4	PD45792b_lo0128	BFU-E	11	D	DN602086C	67.298	YES	NA	NA	NA	13.86	32540	4#8	4	8	32540_4	2256	Pair11	0.492958720852236	1196	1196	0.802604151794638	0.240705734089477	0.802604151794638
PD45792b	D11	2	A5	PD45792b_lo0129	CFU-GEMM	11	D	DN602086C	3.311	YES	NA	NA	NA	4.83	32539	3#7	3	7	32539_3	2189	Pair11	NA	NA	NA	0.27412124154079	0.0056710775047259	NA
PD45792b	D11	2	B5	PD45792b_lo0130	BFU-E	11	D	DN602086C	56.103	YES	NA	NA	NA	13.68	32539	2#5	2	5	32539_2	2189	Pair11	0.547834026439562	1114	1114	0.84032437680249	0.283553875236295	0.84032437680249
PD45792b	D11	2	C5	PD45792b_lo0131	BFU-E	11	D	DN602086C	86.178	YES	NA	NA	NA	10.89	32540	3#7	3	7	32540_3	2256	Pair11	0.553175272926324	1119	1119	0.745381342622998	0.167611846250788	0.745381342622998
PD45792b	D11	2	D5	PD45792b_lo0132	BFU-E	11	D	DN602086C	105.091	YES	NA	NA	NA	12.39	32540	3#8	3	8	32540_3	2256	Pair11	0.524069623460336	1003	1003	0.734787698809286	0.192816635160681	0.734787698809286
PD45792b	D11	2	E5	PD45792b_lo0133	BFU-E	11	D	DN602086C	0.963	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	2	F5	PD45792b_lo0134	CFU-GEMM	11	D	DN602086C	94.72	YES	NA	NA	NA	13.37	32540	3#9	3	9	32540_3	2256	Pair11	0.479840007447206	967	967	0.788327003797721	0.233774417139256	0.7737
PD45792b	D11	2	G5	PD45792b_lo0135	BFU-E	11	D	DN602086C	111.934	YES	NA	NA	NA	11.04	32540	3#10	3	10	32540_3	2256	Pair11	0.550602034574658	1069	1069	0.727363581850889	0.15059861373661	0.727363581850889
PD45792b	D11	2	H5	PD45792b_lo0136	BFU-E	11	D	DN602086C	83.334	YES	NA	NA	NA	12.56	32539	1#9	1	9	32539_1	2189	Pair11	0.568798743559935	1003	1003	0.765911881442563	0.187775677378702	0.765911881442563
PD45792b	D11	2	A6	PD45792b_lo0137	BFU-E	11	D	DN602086C	71.866	YES	NA	NA	NA	14.46	32539	1#10	1	10	32539_1	2189	Pair11	0.50282678763439	952	952	0.834727734787699	0.270951480781348	0.834727734787699
PD45792b	D11	2	B6	PD45792b_lo0138	BFU-E	11	D	DN602086C	118.598	YES	NA	NA	NA	13.27	32540	3#11	3	11	32540_3	2256	Pair11	NA	NA	NA	0.805830787241941	0.241965973534972	NA
PD45792b	D11	2	C6	PD45792b_lo0139	BFU-E	11	D	DN602086C	77.01	YES	NA	NA	NA	12.47	32539	1#11	1	11	32539_1	2189	Pair11	0.499484124295008	1130	1130	0.817166842751492	0.239445494643982	0.817166842751492
PD45792b	D11	2	D6	PD45792b_lo0140	BFU-E	11	D	DN602086C	71.557	YES	NA	NA	NA	11.86	32540	4#9	4	9	32540_4	2256	Pair11	0.503525431368839	1255	1255	0.780902886839325	0.202898550724638	0.780902886839325
PD45792b	D11	2	E6	PD45792b_lo0141	BFU-E	11	D	DN602086C	76.99	YES	NA	NA	NA	12.01	32539	1#12	1	12	32539_1	2189	Pair11	NA	NA	NA	0.761485965563519	0.195967233774417	NA
PD45792b	D11	2	F6	PD45792b_lo0142	CFU-GEMM	11	D	DN602086C	25.284	YES	NA	NA	NA	10.86	32539	2#6	2	6	32539_2	2189	Pair11	0.453977158596056	916	916	0.69361240398618	0.143037177063642	0.6323
PD45792b	D11	2	G6	PD45792b_lo0143	BFU-E	11	D	DN602086C	111.598	YES	NA	NA	NA	11.87	32540	3#12	3	12	32540_3	2256	Pair11	0.486935694578991	1049	1049	0.762199822963365	0.190296156269691	0.762199822963365
PD45792b	D11	2	H6	PD45792b_lo0144	BFU-E	11	D	DN602086C	84.103	YES	NA	NA	NA	12.67	32539	1#13	1	13	32539_1	2189	Pair11	0.495818874525563	1205	1205	0.79532280631621	0.216761184625079	0.79532280631621
PD45792b	D11	2	A7	PD45792b_lo0145	CFU-GEMM	11	D	DN602086C	69.2	YES	NA	NA	NA	12.58	32540	4#10	4	10	32540_4	2256	Pair11	0.468390935547949	1162	1162	0.807829587961509	0.231884057971014	0.7336
PD45792b	D11	2	B7	PD45792b_lo0146	BFU-E	11	D	DN602086C	71.323	YES	NA	NA	NA	10.61	32540	4#11	4	11	32540_4	2256	Pair11	0.552382888286659	1266	1266	0.716769938037178	0.173282923755514	0.716769938037178
PD45792b	D11	2	C7	PD45792b_lo0147	BFU-E	11	D	DN602086C	80.87	YES	NA	NA	NA	11.45	32539	1#14	1	14	32539_1	2189	Pair11	0.535355179271718	931	931	0.747008937494646	0.163201008191556	0.747008937494646
PD45792b	D11	2	D7	PD45792b_lo0148	CFU-GEMM	11	D	DN602086C	47.894	YES	NA	NA	NA	14.24	32539	2#7	2	7	32539_2	2189	Pair11	0.470867405222949	1340	1340	0.830301818908655	0.28481411468179	0.7876
PD45792b	D11	2	E7	PD45792b_lo0149	BFU-E	11	D	DN602086C	82.262	YES	NA	NA	NA	12.81	32539	1#15	1	15	32539_1	2189	Pair11	0.498842348980847	1280	1280	0.823877102310043	0.252678008821676	0.823877102310043
PD45792b	D11	2	F7	PD45792b_lo0150	BFU-E	11	D	DN602086C	78.534	YES	NA	NA	NA	12.63	32539	1#16	1	16	32539_1	2189	Pair11	0.503506276093386	1184	1184	0.782244938751035	0.226843100189036	0.782244938751035
PD45792b	D11	2	G7	PD45792b_lo0151	BFU-E	11	D	DN602086C	69.516	YES	NA	NA	NA	11.16	32540	4#12	4	12	32540_4	2256	Pair11	0.512802135672327	1274	1274	0.778361554495874	0.19533711405167	0.778361554495874
PD45792b	D11	2	H7	PD45792b_lo0152	CFU-GM	11	D	DN602086C	7.635	YES	NA	NA	NA	7.5	32539	3#8	3	8	32539_3	2189	Pair11	0.500803508960968	684	684	0.625681733816853	0.0787649653434152	0.625681733816853
PD45792b	D11	2	A8	PD45792b_lo0153	BFU-E	11	D	DN602086C	65.725	YES	NA	NA	NA	11.62	32540	4#13	4	13	32540_4	2256	Pair11	0.51293394790293	1250	1250	0.740298677936095	0.167611846250788	0.740298677936095
PD45792b	D11	2	B8	PD45792b_lo0154	CFU-GM	11	D	DN602086C	13.202	YES	NA	NA	NA	9.63	32539	3#9	3	9	32539_3	2189	Pair11	0.498815950763973	1173	1173	0.736129750720996	0.144297416509137	0.736129750720996
PD45792b	D11	2	C8	PD45792b_lo0155	BFU-E	11	D	DN602086C	78.373	YES	NA	NA	NA	10.41	32539	1#17	1	17	32539_1	2189	Pair11	0.498820693115779	1145	1145	0.682019359812684	0.112791430371771	0.682019359812684
PD45792b	D11	2	D8	PD45792b_lo0156	BFU-E	11	D	DN602086C	0.277	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	2	E8	PD45792b_lo0157	BFU-E	11	D	DN602086C	72.001	YES	NA	NA	NA	12.68	32539	1#18	1	18	32539_1	2189	Pair11	0.482623461446346	1149	1149	0.813997315896177	0.251417769376181	0.813997315896177
PD45792b	D11	2	F8	PD45792b_lo0158	BFU-E	11	D	DN602086C	61.537	YES	NA	NA	NA	11.59	32539	2#8	2	8	32539_2	2189	Pair11	0.503541345992841	1113	1113	0.754404500157049	0.187145557655955	0.754404500157049
PD45792b	D11	2	G8	PD45792b_lo0159	CFU-GEMM	11	D	DN602086C	1.374	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	2	H8	PD45792b_lo0160	BFU-E	11	D	DN602086C	6.476	YES	NA	NA	NA	8.1	32539	3#10	3	10	32539_3	2189	Pair11	0.506058716095542	949	949	0.667456668855829	0.100819155639572	0.667456668855829
PD45792b	D11	2	A9	PD45792b_lo0161	BFU-E	11	D	DN602086C	106.37	YES	NA	NA	NA	13.44	32540	3#13	3	13	32540_3	2256	Pair11	0.505852882117565	1147	1147	0.82333457068616	0.262759924385633	0.82333457068616
PD45792b	D11	2	B9	PD45792b_lo0162	BFU-E	11	D	DN602086C	16.421	YES	NA	NA	NA	9.18	32539	3#11	3	11	32539_3	2189	Pair11	0.494043436388327	1117	1117	0.618714485594358	0.0768746061751733	0.618714485594358
PD45792b	D11	2	C9	PD45792b_lo0163	BFU-E	11	D	DN602086C	86.141	YES	NA	NA	NA	9.76	32540	3#14	3	14	32540_3	2256	Pair11	0.505851710596975	1072	1072	0.669227035207447	0.113421550094518	0.669227035207447
PD45792b	D11	2	D9	PD45792b_lo0164	BFU-E	11	D	DN602086C	67.881	YES	NA	NA	NA	10.96	32540	4#14	4	14	32540_4	2256	Pair11	0.548314505123378	1156	1156	0.728420090802661	0.165091367359798	0.728420090802661
PD45792b	D11	2	E9	PD45792b_lo0165	CFU-GM	11	D	DN602086C	9.35	YES	NA	NA	NA	8.57	32539	3#12	3	12	32539_3	2189	Pair11	NA	NA	NA	0.720367779332401	0.117832388153749	NA
PD45792b	D11	2	F9	PD45792b_lo0166	CFU-GEMM	11	D	DN602086C	54.756	YES	NA	NA	NA	11.62	32539	2#9	2	9	32539_2	2189	Pair11	NA	NA	NA	0.773878530024842	0.207939508506616	NA
PD45792b	D11	2	G9	PD45792b_lo0167	BFU-E	11	D	DN602086C	17.679	YES	NA	NA	NA	10.52	32539	3#13	3	13	32539_3	2189	Pair11	NA	NA	NA	0.781045658319294	0.187145557655955	NA
PD45792b	D11	2	H9	PD45792b_lo0168	BFU-E	11	D	DN602086C	67.519	YES	NA	NA	NA	11.22	32540	4#15	4	15	32540_4	2256	Pair11	NA	NA	NA	0.713314868221924	0.136735979836169	NA
PD45792b	D11	2	A10	PD45792b_lo0169	CFU-GEMM	11	D	DN602086C	112.732	YES	NA	NA	NA	11.35	32540	3#15	3	15	32540_3	2256	Pair11	NA	NA	NA	0.73847120299249	0.16698172652804	NA
PD45792b	D11	2	B10	PD45792b_lo0170	BFU-E	11	D	DN602086C	66.247	YES	NA	NA	NA	13.16	32540	4#16	4	16	32540_4	2256	Pair11	0.494304275812131	1318	1318	0.813026469832386	0.257088846880907	0.813026469832386
PD45792b	D11	2	C10	PD45792b_lo0171	BFU-E	11	D	DN602086C	103.08	YES	NA	NA	NA	10.54	32540	3#16	3	16	32540_3	2256	Pair11	0.505863594625383	1008	1008	0.72379429485166	0.16698172652804	0.72379429485166
PD45792b	D11	2	D10	PD45792b_lo0172	CFU-GM	11	D	DN602086C	3.223	YES	NA	NA	NA	4.03	32539	3#14	3	14	32539_3	2189	Pair11	NA	NA	NA	0.238142828588561	0.00252047889098929	NA
PD45792b	D11	2	E10	PD45792b_lo0173	BFU-E	11	D	DN602086C	110.879	YES	NA	NA	NA	10.11	32540	3#17	3	17	32540_3	2256	Pair11	NA	NA	NA	0.709088832414837	0.135475740390674	NA
PD45792b	D11	2	F10	PD45792b_lo0174	BFU-E	11	D	DN602086C	21.579	YES	NA	NA	NA	9.3	32539	2#10	2	10	32539_2	2189	Pair11	NA	NA	NA	0.652865423602981	0.0812854442344045	NA
PD45792b	D11	2	G10	PD45792b_lo0175	BFU-E	11	D	DN602086C	71.019	YES	NA	NA	NA	9.6	32540	4#17	4	17	32540_4	2256	Pair11	0.503581306038991	1135	1135	0.655549527426401	0.106490233144297	0.655549527426401
PD45792b	D11	2	H10	PD45792b_lo0176	CFU-GEMM	11	D	DN602086C	69.615	YES	NA	NA	NA	9.59	32540	4#18	4	18	32540_4	2256	Pair11	0.497467177787375	1060	1060	0.624254019017161	0.0926275992438563	0.624254019017161
PD45792b	D11	2	A11	PD45792b_lo0177	BFU-E	11	D	DN602086C	58.712	YES	NA	NA	NA	15.07	32539	2#11	2	11	32539_2	2189	Pair11	NA	NA	NA	0.873818566003255	0.349086326402016	NA
PD45792b	D11	2	B11	PD45792b_lo0178	BFU-E	11	D	DN602086C	22.927	YES	NA	NA	NA	9.57	32539	2#12	2	12	32539_2	2189	Pair11	NA	NA	NA	0.674509579966306	0.10586011342155	NA
PD45792b	D11	2	C11	PD45792b_lo0179	BFU-E	11	D	DN602086C	1.557	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	2	D11	PD45792b_lo0180	CFU-GEMM	11	D	DN602086C	4.659	YES	NA	NA	NA	5.04	32539	3#15	3	15	32539_3	2189	Pair11	NA	NA	NA	0.40749835812798	0.00504095778197858	NA
PD45792b	D11	2	E11	PD45792b_lo0181	BFU-E	11	D	DN602086C	0.273	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	2	F11	PD45792b_lo0182	BFU-E	11	D	DN602086C	24.546	YES	NA	NA	NA	9.77	32539	2#13	2	13	32539_2	2189	Pair11	0.486800868998271	1023	1023	0.604865652037349	0.0964083175803403	0.604865652037349
PD45792b	D11	2	G11	PD45792b_lo0183	BFU-E	11	D	DN602086C	59.705	YES	NA	NA	NA	12.43	32539	2#14	2	14	32539_2	2189	Pair11	0.508777954494474	987	987	0.790411467405271	0.215500945179584	0.790411467405271
PD45792b	D11	2	H11	PD45792b_lo0184	BFU-E	11	D	DN602086C	0.36	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	2	A12	PD45792b_lo0185	BFU-E	11	D	DN602086C	93.984	YES	NA	NA	NA	11.33	32540	3#18	3	18	32540_3	2256	Pair11	NA	NA	NA	0.756831615316524	0.194706994328922	NA
PD45792b	D11	2	B12	PD45792b_lo0186	CFU-GEMM	11	D	DN602086C	20.103	YES	NA	NA	NA	9.21	32539	3#16	3	16	32539_3	2189	Pair11	0.508479054395433	1028	1028	0.639302133005911	0.0800252047889099	0.639302133005911
PD45792b	D11	2	C12	PD45792b_lo0187	BFU-E	11	D	DN602086C	63.36	YES	NA	NA	NA	10.96	32539	2#15	2	15	32539_2	2189	Pair11	0.532584487616391	789	789	0.717112589589104	0.144927536231884	0.717112589589104
PD45792b	D11	2	D12	PD45792b_lo0188	BFU-E	11	D	DN602086C	62.339	YES	NA	NA	NA	11.31	32539	2#16	2	16	32539_2	2189	Pair11	0.505644394962626	848	848	0.700008566288798	0.15059861373661	0.700008566288798
PD45792b	D11	2	E12	PD45792b_lo0189	CFU-GM	11	D	DN602086C	5.592	YES	NA	NA	NA	6.34	32539	3#17	3	17	32539_3	2189	Pair11	0.496209554500455	944	944	0.536649438908084	0.039067422810334	0.536649438908084
PD45792b	D11	2	F12	PD45792b_lo0190	BFU-E	11	D	DN602086C	61.625	YES	NA	NA	NA	11.38	32539	2#17	2	17	32539_2	2189	Pair11	0.54805089203864	1193	1193	0.722623568715913	0.15752993068683	0.722623568715913
PD45792b	D11	2	G12	PD45792b_lo0191	BFU-E	11	D	DN602086C	63.492	YES	NA	NA	NA	12.72	32539	2#18	2	18	32539_2	2189	Pair11	0.470869853107171	1167	1167	0.837754490163045	0.265280403276623	0.7587
PD45792b	D11	2	H12	PD45792b_lo0192	BFU-E	11	D	DN602086C	2.289	YES	NA	NA	NA	2.77	32539	3#18	3	18	32539_3	2189	Pair11	NA	NA	NA	0.0593072727791896	0.000630119722747322	NA
PD45792b	D11	3	A1	PD45792b_lo0193	BFU-E	11	D	DN602087D	82.141	YES	NA	NA	NA	12.86	32539	4#1	4	1	32539_4	2189	Pair11	0.515287219821846	1246	1246	0.791753519316981	0.232514177693762	0.791753519316981
PD45792b	D11	3	B1	PD45792b_lo0194	CFU-GEMM	11	D	DN602087D	20.801	YES	NA	NA	NA	11.47	32538	1#1	1	1	32538_1	2189	Pair11	NA	NA	NA	0.780360355215442	0.219911783238815	NA
PD45792b	D11	3	C1	PD45792b_lo0195	BFU-E	11	D	DN602087D	78.635	YES	NA	NA	NA	10.97	32538	2#1	2	1	32538_2	2189	Pair11	NA	NA	NA	0.723708631963679	0.172022684310019	NA
PD45792b	D11	3	D1	PD45792b_lo0196	BFU-E	11	D	DN602087D	76.822	YES	NA	NA	NA	10.3	32538	2#2	2	2	32538_2	2189	Pair11	0.498801872532815	1075	1075	0.706861597327318	0.0655324511657215	0.706861597327318
PD45792b	D11	3	E1	PD45792b_lo0197	CFU-GEMM	11	D	DN602087D	66.801	YES	NA	NA	NA	10.72	32538	3#1	3	1	32538_3	2189	Pair11	0.482305669655633	897	897	0.716284515005283	0.155009451795841	0.716284515005283
PD45792b	D11	3	F1	PD45792b_lo0198	BFU-E	11	D	DN602087D	79.139	YES	NA	NA	NA	12.23	32539	4#2	4	2	32539_4	2189	Pair11	0.471766038443209	1107	1107	0.763227777619143	0.203528670447385	0.7199
PD45792b	D11	3	G1	PD45792b_lo0199	BFU-E	11	D	DN602087D	82.453	YES	NA	NA	NA	14.13	32539	4#3	4	3	32539_4	2189	Pair11	0.50117223554432	1304	1304	0.785500128494332	0.24007561436673	0.785500128494332
PD45792b	D11	3	H1	PD45792b_lo0200	BFU-E	11	D	DN602087D	95.47	YES	NA	NA	NA	12.07	32539	4#4	4	4	32539_4	2189	Pair11	0.477707437462803	1269	1269	0.789297849861512	0.226212980466289	0.7383
PD45792b	D11	3	A2	PD45792b_lo0201	BFU-E	11	D	DN602087D	69.496	YES	NA	NA	NA	11.28	32538	3#2	3	2	32538_3	2189	Pair11	0.508440752872384	1233	1233	0.727020930298964	0.16950220541903	0.727020930298964
PD45792b	D11	3	B2	PD45792b_lo0202	BFU-E	11	D	DN602087D	81.155	YES	NA	NA	NA	11.93	32539	4#5	4	5	32539_4	2189	Pair11	0.517842938209331	1165	1165	0.766397304474458	0.209199747952111	0.766397304474458
PD45792b	D11	3	C2	PD45792b_lo0203	BFU-E	11	D	DN602087D	73.754	YES	NA	NA	NA	12.32	32538	2#3	2	3	32538_2	2189	Pair11	NA	NA	NA	0.778989749007738	0.226843100189036	NA
PD45792b	D11	3	D2	PD45792b_lo0204	CFU-GM	11	D	DN602087D	3.478	YES	NA	NA	NA	5.64	32538	1#2	1	2	32538_1	2189	Pair11	NA	NA	NA	0.382370577653408	0.0214240705734089	NA
PD45792b	D11	3	E2	PD45792b_lo0205	BFU-E	11	D	DN602087D	77.92	YES	NA	NA	NA	10.54	32538	2#4	2	4	32538_2	2189	Pair11	0.565719868447711	1290	1290	0.677907541189572	0.138626339004411	0.677907541189572
PD45792b	D11	3	F2	PD45792b_lo0206	BFU-E	11	D	DN602087D	85.522	YES	NA	NA	NA	14.4	32539	4#6	4	6	32539_4	2189	Pair11	0.527657396699124	910	910	0.828759886924988	0.262129804662886	0.828759886924988
PD45792b	D11	3	G2	PD45792b_lo0207	BFU-E	11	D	DN602087D	64.412	YES	NA	NA	NA	12.17	32538	4#1	4	1	32538_4	2189	Pair11	NA	NA	NA	0.76060078238771	0.203528670447385	NA
PD45792b	D11	3	H2	PD45792b_lo0208	BFU-E	11	D	DN602087D	69.256	YES	NA	NA	NA	6.99	32538	3#3	3	3	32538_3	2189	Pair11	0.511295259298195	799	799	0.472202392850004	0.0333963453056081	0.472202392850004
PD45792b	D11	3	A3	PD45792b_lo0209	BFU-E	11	D	DN602087D	69.352	YES	NA	NA	NA	14.65	32538	3#4	3	4	32538_3	2189	Pair11	NA	NA	NA	0.83921075925873	0.32703213610586	NA
PD45792b	D11	3	B3	PD45792b_lo0210	CFU-GM	11	D	DN602087D	7.865	YES	NA	NA	NA	8.88	32538	1#3	1	3	32538_1	2189	Pair11	0.496293390059633	1037	1037	0.683447074612375	0.115942028985507	0.683447074612375
PD45792b	D11	3	C3	PD45792b_lo0211	BFU-E	11	D	DN602087D	81.68	YES	NA	NA	NA	12.04	32539	4#7	4	7	32539_4	2189	Pair11	0.514351903657403	1165	1165	0.747437251934554	0.192186515437933	0.747437251934554
PD45792b	D11	3	D3	PD45792b_lo0212	BFU-E	11	D	DN602087D	73.939	YES	NA	NA	NA	13.15	32538	2#5	2	5	32538_2	2189	Pair11	NA	NA	NA	0.808029468033466	0.246376811594203	NA
PD45792b	D11	3	E3	PD45792b_lo0213	BFU-E	11	D	DN602087D	67.563	YES	NA	NA	NA	12.03	32538	3#5	3	5	32538_3	2189	Pair11	0.527348827936336	1206	1206	0.745152908255047	0.193446754883428	0.745152908255047
PD45792b	D11	3	F3	PD45792b_lo0214	BFU-E	11	D	DN602087D	79.281	YES	NA	NA	NA	12.18	32539	4#8	4	8	32539_4	2189	Pair11	0.496464450323436	915	915	0.745067245367065	0.195967233774417	0.745067245367065
PD45792b	D11	3	G3	PD45792b_lo0215	BFU-E	11	D	DN602087D	69.605	YES	NA	NA	NA	12.67	32538	2#6	2	6	32538_2	2189	Pair11	0.548355903895787	1142	1142	0.759886924987864	0.209829867674858	0.759886924987864
PD45792b	D11	3	H3	PD45792b_lo0216	BFU-E	11	D	DN602087D	71.065	YES	NA	NA	NA	6.35	32538	2#7	2	7	32538_2	2189	Pair11	NA	NA	NA	0.424887924388224	0.0252047889098929	NA
PD45792b	D11	3	A4	PD45792b_lo0217	BFU-E	11	D	DN602087D	64.693	YES	NA	NA	NA	11.43	32538	3#6	3	6	32538_3	2189	Pair11	0.457820223165213	890	890	0.745095799663059	0.182104599873976	0.6729
PD45792b	D11	3	B4	PD45792b_lo0218	BFU-E	11	D	DN602087D	80.208	YES	NA	NA	NA	14.98	32539	4#9	4	9	32539_4	2189	Pair11	0.496759977688748	1190	1190	0.83555580937152	0.31758034026465	0.83555580937152
PD45792b	D11	3	C4	PD45792b_lo0219	BFU-E	11	D	DN602087D	77.645	YES	NA	NA	NA	11.43	32538	2#8	2	8	32538_2	2189	Pair11	0.506113316660709	887	887	0.725735986979241	0.167611846250788	0.725735986979241
PD45792b	D11	3	D4	PD45792b_lo0220	BFU-E	11	D	DN602087D	67.603	YES	NA	NA	NA	12.87	32538	3#7	3	7	32538_3	2189	Pair11	0.482598838059039	1098	1098	0.778133120127923	0.231884057971014	0.778133120127923
PD45792b	D11	3	E4	PD45792b_lo0221	BFU-E	11	D	DN602087D	78.868	YES	NA	NA	NA	11.34	32538	2#9	2	9	32538_2	2189	Pair11	0.498469336245975	1080	1080	0.760686445275692	0.188405797101449	0.760686445275692
PD45792b	D11	3	F4	PD45792b_lo0222	BFU-E	11	D	DN602087D	73.026	YES	NA	NA	NA	12.78	32538	2#10	2	10	32538_2	2189	Pair11	NA	NA	NA	0.706747380143343	0.190926275992439	NA
PD45792b	D11	3	G4	PD45792b_lo0223	BFU-E	11	D	DN602087D	89.487	YES	NA	NA	NA	14.1	32539	4#10	4	10	32539_4	2189	Pair11	0.45468699466017	1277	1277	0.833557008651952	0.286704473850032	0.7733
PD45792b	D11	3	H4	PD45792b_lo0224	BFU-E	11	D	DN602087D	65.296	YES	NA	NA	NA	13.06	32538	3#8	3	8	32538_3	2189	Pair11	0.496108878303819	1080	1080	0.782987350446875	0.244486452425961	0.782987350446875
PD45792b	D11	3	A5	PD45792b_lo0225	BFU-E	11	D	DN602087D	1.074	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	3	B5	PD45792b_lo0226	BFU-E	11	D	DN602087D	111.927	YES	NA	NA	NA	12.1	32539	4#11	4	11	32539_4	2189	Pair11	0.512983460596847	1004	1004	0.61485965563519	0.124133585381222	0.61485965563519
PD45792b	D11	3	C5	PD45792b_lo0227	BFU-E	11	D	DN602087D	73.507	YES	NA	NA	NA	11.59	32538	2#11	2	11	32538_2	2189	Pair11	0.494088766763991	1051	1051	0.727106593186945	0.197857592942659	0.727106593186945
PD45792b	D11	3	D5	PD45792b_lo0228	CFU-GEMM	11	D	DN602087D	65.209	YES	NA	NA	NA	10.75	32538	3#9	3	9	32538_3	2189	Pair11	NA	NA	NA	0.762885126067217	0.186515437933207	NA
PD45792b	D11	3	E5	PD45792b_lo0229	BFU-E	11	D	DN602087D	66.326	YES	NA	NA	NA	11.91	32538	3#10	3	10	32538_3	2189	Pair11	NA	NA	NA	0.688501185003284	0.167611846250788	NA
PD45792b	D11	3	F5	PD45792b_lo0230	BFU-E	11	D	DN602087D	62.184	YES	NA	NA	NA	13.36	32538	4#2	4	2	32538_4	2189	Pair11	0.494194189177249	1302	1302	0.776705405328232	0.245116572148708	0.776705405328232
PD45792b	D11	3	G5	PD45792b_lo0231	BFU-E	11	D	DN602087D	67.143	YES	NA	NA	NA	9.06	32538	3#11	3	11	32538_3	2189	Pair11	0.515730022016541	1057	1057	0.576025813083578	0.0856962822936358	0.576025813083578
PD45792b	D11	3	H5	PD45792b_lo0232	BFU-E	11	D	DN602087D	48.499	YES	NA	NA	NA	8.54	32538	4#3	4	3	32538_4	2189	Pair11	0.49633348455268	1083	1083	0.603523600125639	0.0907372400756144	0.603523600125639
PD45792b	D11	3	A6	PD45792b_lo0233	BFU-E	11	D	DN602087D	64.22	YES	NA	NA	NA	9.74	32538	4#4	4	4	32538_4	2189	Pair11	0.493865805853234	985	985	0.632620427743354	0.113421550094518	0.632620427743354
PD45792b	D11	3	B6	PD45792b_lo0234	BFU-E	11	D	DN602087D	0.296	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	3	C6	PD45792b_lo0235	BFU-E	11	D	DN602087D	57.17	YES	NA	NA	NA	15.46	32538	4#5	4	5	32538_4	2189	Pair11	0.551897360470082	1287	1287	0.888838125696011	0.410838059231254	0.888838125696011
PD45792b	D11	3	D6	PD45792b_lo0236	BFU-E	11	D	DN602087D	75.142	YES	NA	NA	NA	12.53	32538	2#12	2	12	32538_2	2189	Pair11	0.483750953165094	1100	1100	0.78273036178293	0.221802142407057	0.78273036178293
PD45792b	D11	3	E6	PD45792b_lo0237	BFU-E	11	D	DN602087D	22.029	YES	NA	NA	NA	10.66	32538	1#4	1	4	32538_1	2189	Pair11	0.501182070909466	1263	1263	0.656491819194198	0.12224322621298	0.656491819194198
